,Cust_Id,NPS_Score,NPS_Category,Timely_delivery,No_of_calls_in_an_Order,Loyalty_Years,C_Marital_Status,Tier_City,Mode_of_Payment,No_of_Items_in_Order,Gender,Order_Mode,Score_on_Food_Quality,Score_on_Order_Logistics,Menu_Presentation_Score,Score_on_Recommendations,Score_on_Delivery_Person_Friendliness,label
1611,1612,10,Promoter,N,4,7,Married,Tier1,Ziggy Credit,9,F,m-comm,1,6,5,5,9,1
1612,1613,9,Promoter,Y,4,2,Married,Tier1,Card,10,M,m-comm,7,6,2,10,10,1
1613,1614,7,Passives,N,4,1,Not Married,Tier3,e-Wallet,5,F,call,8,8,7,4,8,1
1614,1615,5,Detractor,N,4,6,Married,Tier1,Cash,3,M,call,5,1,6,2,4,2
1615,1616,1,Detractor,N,4,3,Not Married,Tier2,Ziggy Credit,2,F,call,8,1,6,10,1,2
1616,1617,7,Passives,N,4,8,Married,Tier3,Card,1,M,call,8,8,6,10,7,0
1617,1618,3,Detractor,N,4,5,Not Married,Tier1,e-Wallet,1,F,call,7,7,8,10,3,0
1618,1619,3,Detractor,N,4,5,Married,Tier2,Cash,2,M,call,4,2,5,9,1,2
1619,1620,7,Passives,N,4,4,Not Married,Tier3,Ziggy Credit,7,F,call,5,8,8,6,2,0
1620,1621,2,Detractor,N,4,8,Married,Tier1,Card,4,M,call,1,6,10,4,4,0
1621,1622,2,Detractor,N,4,4,Not Married,Tier2,e-Wallet,5,F,call,4,5,9,9,6,2
1622,1623,7,Passives,N,4,1,Married,Tier3,Cash,5,M,call,8,7,9,9,7,1
1623,1624,9,Promoter,N,4,6,Married,Tier1,Ziggy Credit,5,F,m-comm,8,8,5,8,10,1
1624,1625,2,Detractor,N,4,4,Married,Tier2,Card,1,M,call,8,4,6,7,6,2
1625,1626,7,Passives,N,4,1,Not Married,Tier3,e-Wallet,6,F,call,5,7,5,9,6,1
1626,1627,10,Promoter,Y,4,5,Married,Tier1,Cash,9,M,m-comm,9,2,9,1,7,1
1627,1628,9,Promoter,N,4,7,Not Married,Tier1,Ziggy Credit,9,F,m-comm,4,3,4,3,10,1
1628,1629,7,Passives,N,4,5,Married,Tier3,Card,4,M,call,4,1,5,10,6,2
1629,1630,9,Promoter,N,4,7,Married,Tier1,e-Wallet,7,F,m-comm,9,4,6,2,10,1
1630,1631,7,Passives,Y,4,8,Married,Tier2,Cash,6,M,m-comm,3,2,2,1,2,2
1631,1632,7,Passives,N,4,9,Not Married,Tier3,Ziggy Credit,1,F,call,7,3,5,3,8,2
1632,1633,9,Promoter,Y,4,2,Married,Tier1,Card,9,M,m-comm,7,4,4,10,8,1
1633,1634,6,Detractor,N,4,9,Not Married,Tier2,e-Wallet,1,F,call,3,9,8,9,6,0
1634,1635,7,Passives,N,4,9,Married,Tier3,Cash,5,M,call,6,10,2,8,1,0
1635,1636,7,Passives,N,4,7,Not Married,Tier1,Ziggy Credit,5,F,e-comm,8,7,1,9,7,1
1636,1637,2,Detractor,N,4,2,Married,Tier2,Card,1,M,call,2,8,10,9,3,0
1637,1638,7,Passives,Y,4,5,Not Married,Tier3,e-Wallet,4,F,call,5,4,10,4,10,1
1638,1639,6,Detractor,N,4,6,Married,Tier1,Cash,6,M,call,6,8,3,2,5,0
1639,1640,1,Detractor,N,4,6,Not Married,Tier2,Ziggy Credit,3,F,call,8,8,9,8,3,0
1640,1641,7,Passives,N,4,6,Married,Tier3,Card,2,M,call,5,10,2,10,5,0
1641,1642,2,Detractor,N,4,3,Not Married,Tier1,e-Wallet,4,F,call,3,7,6,3,5,0
1642,1643,4,Detractor,N,4,6,Married,Tier2,Cash,6,M,call,9,9,3,2,5,0
1643,1644,10,Promoter,N,4,7,Married,Tier1,Ziggy Credit,5,F,m-comm,8,9,7,10,10,1
1644,1645,0,Detractor,N,4,10,Married,Tier1,Card,2,M,call,8,8,5,6,5,0
1645,1646,3,Detractor,N,4,7,Not Married,Tier2,e-Wallet,4,F,call,7,1,2,2,1,2
1646,1647,8,Passives,Y,4,1,Married,Tier3,Cash,5,M,call,6,3,1,4,7,1
1647,1648,4,Detractor,N,4,9,Not Married,Tier1,Ziggy Credit,1,F,call,8,9,4,3,6,0
1648,1649,3,Detractor,N,4,7,Married,Tier2,Card,7,M,call,10,10,3,8,4,0
1649,1650,7,Passives,N,4,4,Not Married,Tier3,e-Wallet,2,F,call,5,8,3,9,10,1
1650,1651,8,Passives,Y,4,5,Married,Tier1,Cash,7,M,e-comm,9,3,9,5,3,2
1651,1652,6,Detractor,N,4,9,Not Married,Tier2,Ziggy Credit,2,F,call,8,5,9,5,2,2
1652,1653,7,Passives,N,4,5,Married,Tier3,Card,3,M,call,7,9,3,5,6,0
1653,1654,10,Promoter,N,4,7,Married,Tier1,e-Wallet,5,F,m-comm,10,6,6,1,10,1
1654,1655,4,Detractor,N,4,9,Married,Tier2,Cash,1,M,call,2,6,9,8,4,0
1655,1656,10,Promoter,N,4,5,Not Married,Tier1,Ziggy Credit,5,F,m-comm,1,8,3,2,8,1
1656,1657,5,Detractor,N,4,2,Married,Tier1,Card,5,M,call,6,5,8,3,6,2
1657,1658,2,Detractor,N,4,2,Not Married,Tier2,e-Wallet,3,F,call,3,2,9,3,6,2
1658,1659,9,Promoter,Y,4,8,Married,Tier1,Cash,5,M,m-comm,10,5,8,3,8,1
1659,1660,5,Detractor,N,4,1,Not Married,Tier1,Ziggy Credit,3,F,call,4,6,2,2,1,0
1660,1661,10,Promoter,Y,4,7,Married,Tier1,Card,5,M,call,6,3,2,4,7,1
1661,1662,7,Passives,N,4,5,Not Married,Tier3,e-Wallet,3,F,call,8,9,2,10,2,0
1662,1663,7,Passives,Y,4,10,Married,Tier1,Cash,5,M,e-comm,1,1,4,1,10,1
1663,1664,9,Promoter,N,4,7,Married,Tier1,Ziggy Credit,5,F,m-comm,6,5,10,7,9,1
1664,1665,7,Passives,N,4,10,Married,Tier3,Card,3,M,call,5,1,8,3,9,1
1665,1666,2,Detractor,N,4,4,Not Married,Tier1,e-Wallet,1,F,call,2,9,1,4,3,0
1666,1667,5,Detractor,N,4,5,Married,Tier2,Cash,2,M,call,9,4,10,8,3,2
1667,1668,7,Passives,N,4,2,Not Married,Tier3,Ziggy Credit,6,F,call,6,8,4,9,1,0
1668,1669,9,Promoter,Y,4,6,Married,Tier1,Card,6,M,m-comm,3,3,1,4,10,1
1669,1670,2,Detractor,N,4,3,Not Married,Tier2,e-Wallet,4,F,call,4,9,5,1,2,0
1670,1671,7,Passives,N,4,9,Married,Tier3,Cash,4,M,call,5,9,1,9,3,0
1671,1672,0,Detractor,N,4,6,Not Married,Tier1,Ziggy Credit,6,F,call,9,1,3,5,4,2
1672,1673,1,Detractor,N,4,7,Married,Tier2,Card,6,M,call,8,3,10,6,5,2
1673,1674,7,Passives,N,4,7,Not Married,Tier3,e-Wallet,2,F,call,7,8,10,8,2,0
1674,1675,10,Promoter,Y,4,7,Married,Tier1,Cash,10,M,m-comm,10,1,8,1,10,1
1675,1676,0,Detractor,N,4,3,Not Married,Tier2,Ziggy Credit,6,F,call,8,8,2,5,3,0
1676,1677,7,Passives,Y,4,1,Married,Tier3,Card,2,M,call,6,9,5,2,7,0
1677,1678,0,Detractor,N,4,6,Not Married,Tier1,e-Wallet,6,F,call,4,1,7,9,3,2
1678,1679,7,Passives,Y,4,8,Married,Tier2,Cash,3,M,m-comm,7,1,4,10,2,2
1679,1680,7,Passives,N,4,6,Not Married,Tier3,Ziggy Credit,3,F,call,5,8,7,6,2,0
1680,1681,3,Detractor,N,4,10,Married,Tier1,Card,2,M,call,10,6,5,3,6,0
1681,1682,5,Detractor,N,4,2,Not Married,Tier2,e-Wallet,7,F,call,5,6,10,3,2,0
1682,1683,10,Promoter,Y,4,8,Married,Tier1,Cash,5,M,m-comm,10,3,10,5,7,1
1683,1684,9,Promoter,Y,4,7,Married,Tier1,Ziggy Credit,8,F,call,3,7,1,1,8,1
1684,1685,6,Detractor,N,4,6,Married,Tier2,Card,2,M,call,6,1,7,8,2,2
1685,1686,7,Passives,Y,4,9,Not Married,Tier3,e-Wallet,7,F,call,7,8,6,8,4,0
1686,1687,1,Detractor,N,4,6,Married,Tier1,Cash,5,M,call,10,6,2,10,5,2
1687,1688,3,Detractor,N,4,6,Not Married,Tier2,Ziggy Credit,1,F,call,3,2,3,5,5,2
1688,1689,7,Passives,N,4,2,Married,Tier3,Card,7,M,call,5,1,10,10,3,2
1689,1690,10,Promoter,N,4,6,Married,Tier1,e-Wallet,10,F,m-comm,7,2,1,1,9,1
1690,1691,8,Passives,Y,4,6,Married,Tier2,Cash,2,M,m-comm,5,10,9,4,2,0
1691,1692,7,Passives,N,4,10,Not Married,Tier3,Ziggy Credit,3,F,call,7,10,1,4,2,0
1692,1693,7,Passives,Y,4,1,Married,Tier1,Card,1,M,e-comm,2,8,7,2,2,0
1693,1694,7,Passives,N,4,8,Not Married,Tier2,e-Wallet,5,F,m-comm,9,5,7,1,1,0
1694,1695,7,Passives,N,4,10,Married,Tier3,Cash,1,M,call,6,1,6,9,1,2
1695,1696,1,Detractor,N,4,6,Not Married,Tier1,Ziggy Credit,2,F,call,10,2,5,9,3,2
1696,1697,6,Detractor,N,4,2,Married,Tier2,Card,3,M,call,9,10,6,3,2,0
1697,1698,8,Passives,Y,4,5,Not Married,Tier3,e-Wallet,1,F,call,5,7,3,6,8,1
1698,1699,0,Detractor,N,4,2,Married,Tier1,Cash,1,M,call,10,3,8,2,2,2
1699,1700,1,Detractor,N,4,3,Not Married,Tier2,Ziggy Credit,7,F,call,2,3,10,5,5,2
1700,1701,7,Passives,N,4,3,Married,Tier3,Card,2,M,call,4,2,10,8,8,2
1701,1702,3,Detractor,N,4,7,Not Married,Tier1,e-Wallet,7,F,call,7,7,5,7,4,0
1702,1703,2,Detractor,N,4,10,Married,Tier2,Cash,5,M,call,1,10,6,2,6,0
1703,1704,7,Passives,Y,4,4,Not Married,Tier3,Ziggy Credit,7,F,call,7,10,6,10,6,0
1704,1705,5,Detractor,N,4,3,Married,Tier1,Card,3,M,call,6,2,7,8,5,2
1705,1706,2,Detractor,N,4,5,Not Married,Tier2,e-Wallet,6,F,call,9,10,7,6,3,0
